cycle_id,status,probe_file,treatment_file,probe_captured_at,treatment_captured_at,probe_vpp,treatment_vpp,frequency_hz,burst_cycles,inter_burst_delay_ms,cycle_period_ms,probe_quality_db,uhe_db,uhe_active_band_count,uhe_confirmed,be_db,safe_uhe_increment,cumulative_safe_uhe_dose,decision_state,decision_label,note
1,complete,probe/cycle_000001.csv,treatment/cycle_000001.csv,2026-07-16T15:43:09.415,2026-07-16T15:43:09.840,4.5,7,612000,6000,200,1000,61.4363,3.13807,2,False,0.114087,0,0,not_open,未达到开窗剂量,
2,complete,probe/cycle_000002.csv,treatment/cycle_000002.csv,2026-07-16T15:43:10.533,2026-07-16T15:43:10.975,4.5,7,612000,6000,200,1000,62.6363,-1.29624,0,False,0.0921273,0,0,not_open,未达到开窗剂量,
3,complete,probe/cycle_000003.csv,treatment/cycle_000003.csv,2026-07-16T15:43:11.524,2026-07-16T15:43:11.978,4.5,7,612000,6000,200,1000,62.7765,5.4475,2,False,0.183184,0,0,not_open,未达到开窗剂量,
4,complete,probe/cycle_000004.csv,treatment/cycle_000004.csv,2026-07-16T15:43:12.532,2026-07-16T15:43:12.974,4.5,7,612000,6000,200,1000,63.4955,8.02061,2,False,0.495536,0,0,not_open,未达到开窗剂量,
5,complete,probe/cycle_000005.csv,treatment/cycle_000005.csv,2026-07-16T15:43:13.586,2026-07-16T15:43:14.025,4.5,7,612000,6000,200,1000,62.514,11.4837,2,False,0.100074,0,0,not_open,未达到开窗剂量,
6,complete,probe/cycle_000006.csv,treatment/cycle_000006.csv,2026-07-16T15:43:14.652,2026-07-16T15:43:15.092,4.5,7,612000,6000,200,1000,62.0026,8.29574,2,False,1.28446,0,0,not_open,未达到开窗剂量,
7,complete,probe/cycle_000007.csv,treatment/cycle_000007.csv,2026-07-16T15:43:15.659,2026-07-16T15:43:16.081,4.5,7,612000,6000,200,1000,63.5896,6.45003,2,False,1.01224,0,0,not_open,未达到开窗剂量,
8,complete,probe/cycle_000008.csv,treatment/cycle_000008.csv,2026-07-16T15:43:16.693,2026-07-16T15:43:17.132,4.5,7,612000,6000,200,1000,60.7323,4.15389,2,False,-0.407226,0,0,not_open,未达到开窗剂量,
9,complete,probe/cycle_000009.csv,treatment/cycle_000009.csv,2026-07-16T15:43:17.764,2026-07-16T15:43:18.189,4.5,7,612000,6000,200,1000,61.0351,4.68477,2,False,0.880303,0,0,not_open,未达到开窗剂量,
10,complete,probe/cycle_000010.csv,treatment/cycle_000010.csv,2026-07-16T15:43:18.821,2026-07-16T15:43:19.262,4.5,7,612000,6000,200,1000,62.0837,4.49371,2,False,0.582918,0,0,not_open,未达到开窗剂量,
11,complete,probe/cycle_000011.csv,treatment/cycle_000011.csv,2026-07-16T15:43:19.813,2026-07-16T15:43:20.253,4.5,7,612000,6000,200,1000,61.8956,7.68814,2,False,0.680008,0,0,not_open,未达到开窗剂量,
12,complete,probe/cycle_000012.csv,treatment/cycle_000012.csv,2026-07-16T15:43:20.880,2026-07-16T15:43:21.320,4.5,7,612000,6000,200,1000,63.9368,4.96163,2,False,1.12038,0,0,not_open,未达到开窗剂量,
13,complete,probe/cycle_000013.csv,treatment/cycle_000013.csv,2026-07-16T15:43:21.889,2026-07-16T15:43:22.329,4.5,7,612000,6000,200,1000,64.9367,6.6176,2,False,0.635414,0,0,not_open,未达到开窗剂量,
14,complete,probe/cycle_000014.csv,treatment/cycle_000014.csv,2026-07-16T15:43:22.896,2026-07-16T15:43:23.335,4.5,7,612000,6000,200,1000,63.8306,7.50492,2,False,0.228463,0,0,not_open,未达到开窗剂量,
15,complete,probe/cycle_000015.csv,treatment/cycle_000015.csv,2026-07-16T15:43:23.887,2026-07-16T15:43:24.327,4.5,7,612000,6000,200,1000,63.7159,7.84119,2,False,-0.367171,0,0,not_open,未达到开窗剂量,
16,complete,probe/cycle_000016.csv,treatment/cycle_000016.csv,2026-07-16T15:43:24.955,2026-07-16T15:43:25.398,4.5,7,612000,6000,200,1000,63.5872,4.29694,2,False,-0.0109224,0,0,not_open,未达到开窗剂量,
17,complete,probe/cycle_000017.csv,treatment/cycle_000017.csv,2026-07-16T15:43:25.960,2026-07-16T15:43:26.395,4.5,7,612000,6000,200,1000,63.2623,3.5646,2,False,1.49669,0,0,not_open,未达到开窗剂量,
18,complete,probe/cycle_000018.csv,treatment/cycle_000018.csv,2026-07-16T15:43:27.054,2026-07-16T15:43:27.481,4.5,7,612000,6000,200,1000,64.0357,3.64726,1,False,-0.52368,0,0,not_open,未达到开窗剂量,
19,complete,probe/cycle_000019.csv,treatment/cycle_000019.csv,2026-07-16T15:43:28.044,2026-07-16T15:43:28.483,4.5,7,612000,6000,200,1000,62.244,2.5478,1,False,0.787086,0,0,not_open,未达到开窗剂量,
20,complete,probe/cycle_000020.csv,treatment/cycle_000020.csv,2026-07-16T15:43:29.052,2026-07-16T15:43:29.480,4.5,7,612000,6000,200,1000,64.1912,3.11319,2,False,0.43378,0,0,not_open,未达到开窗剂量,
21,complete,probe/cycle_000021.csv,treatment/cycle_000021.csv,2026-07-16T15:43:30.108,2026-07-16T15:43:30.548,4.5,7,612000,6000,200,1000,63.9875,2.94366,1,False,1.1397,0,0,not_open,未达到开窗剂量,
22,complete,probe/cycle_000022.csv,treatment/cycle_000022.csv,2026-07-16T15:43:31.117,2026-07-16T15:43:31.554,4.5,7,612000,6000,200,1000,64.6295,1.89226,0,False,0.567891,0,0,not_open,未达到开窗剂量,
