cycle_id,status,probe_file,treatment_file,probe_captured_at,treatment_captured_at,probe_vpp,treatment_vpp,frequency_hz,burst_cycles,inter_burst_delay_ms,cycle_period_ms,probe_quality_db,uhe_db,uhe_active_band_count,uhe_confirmed,be_db,safe_uhe_increment,cumulative_safe_uhe_dose,decision_state,decision_label,note
1,complete,probe/cycle_000001.csv,treatment/cycle_000001.csv,2026-07-16T16:00:03.046,2026-07-16T16:00:03.483,3,7.5,612000,6000,200,1000,53.7579,9.92497,2,False,-3.59917,0,0,not_open,未达到开窗剂量,
2,complete,probe/cycle_000002.csv,treatment/cycle_000002.csv,2026-07-16T16:00:04.114,2026-07-16T16:00:04.555,3,7.5,612000,6000,200,1000,49.3702,11.6196,2,False,-4.09998,0,0,not_open,未达到开窗剂量,
3,complete,probe/cycle_000003.csv,treatment/cycle_000003.csv,2026-07-16T16:00:05.138,2026-07-16T16:00:05.574,3,7.5,612000,6000,200,1000,50.0636,8.54752,2,False,-3.79349,0,0,not_open,未达到开窗剂量,
4,complete,probe/cycle_000004.csv,treatment/cycle_000004.csv,2026-07-16T16:00:06.154,2026-07-16T16:00:06.592,3,7.5,612000,6000,200,1000,52.3654,8.30488,2,False,-3.54893,0,0,not_open,未达到开窗剂量,
5,complete,probe/cycle_000005.csv,treatment/cycle_000005.csv,2026-07-16T16:00:07.194,2026-07-16T16:00:07.636,3,7.5,612000,6000,200,1000,49.4603,1.31237,1,False,-3.80953,0,0,not_open,未达到开窗剂量,
6,complete,probe/cycle_000006.csv,treatment/cycle_000006.csv,2026-07-16T16:00:08.186,2026-07-16T16:00:08.635,3,7.5,612000,6000,200,1000,47.1868,4.46544,2,False,-2.55228,0,0,not_open,未达到开窗剂量,
7,complete,probe/cycle_000007.csv,treatment/cycle_000007.csv,2026-07-16T16:00:09.233,2026-07-16T16:00:09.689,3,7.5,612000,6000,200,1000,52.7593,3.07238,2,False,-3.06261,0,0,not_open,未达到开窗剂量,
8,complete,probe/cycle_000008.csv,treatment/cycle_000008.csv,2026-07-16T16:00:10.253,2026-07-16T16:00:10.707,3,7.5,612000,6000,200,1000,51.1707,0.899084,1,False,-3.31949,0,0,not_open,未达到开窗剂量,
9,complete,probe/cycle_000009.csv,treatment/cycle_000009.csv,2026-07-16T16:00:11.274,2026-07-16T16:00:11.697,3,7.5,612000,6000,200,1000,41.7688,3.34859,2,False,-2.66857,0,0,not_open,未达到开窗剂量,
10,complete,probe/cycle_000010.csv,treatment/cycle_000010.csv,2026-07-16T16:00:12.347,2026-07-16T16:00:12.771,3,7.5,612000,6000,200,1000,45.1554,2.33292,1,False,-4.07622,0,0,not_open,未达到开窗剂量,
