group,files,std_mv_mean,std_mv_median,std_mv_p10,std_mv_p90,std_mv_max,ptp_mv_mean,ptp_mv_median,ptp_mv_p10,ptp_mv_p90,ptp_mv_max,icd_fixed_608k_mean,icd_fixed_608k_median,icd_fixed_608k_p10,icd_fixed_608k_p90,icd_fixed_608k_max,peak_128_amp_mv_mean,peak_128_amp_mv_median,peak_128_amp_mv_p10,peak_128_amp_mv_p90,peak_128_amp_mv_max,peak_608_amp_mv_mean,peak_608_amp_mv_median,peak_608_amp_mv_p10,peak_608_amp_mv_p90,peak_608_amp_mv_max,band_1_20k_mean,band_1_20k_median,band_1_20k_p10,band_1_20k_p90,band_1_20k_max,band_45_65k_mean,band_45_65k_median,band_45_65k_p10,band_45_65k_p90,band_45_65k_max,band_120_136k_mean,band_120_136k_median,band_120_136k_p10,band_120_136k_p90,band_120_136k_max,band_1_30_1_43m_mean,band_1_30_1_43m_median,band_1_30_1_43m_p10,band_1_30_1_43m_p90,band_1_30_1_43m_max,band_1_0_3_3m_mean,band_1_0_3_3m_median,band_1_0_3_3m_p10,band_1_0_3_3m_p90,band_1_0_3_3m_max
10 补测一组功放打开的，用做备用,450,0.40333373656151666,0.3489193934342092,0.34476693763099153,0.35318705818845825,10.560044777358788,3.369140244444445,2.9296870000000004,2.441406,3.4179690000000003,51.269531,3.434967722519887e-05,3.274259034299559e-05,3.064729260917276e-05,3.501662154779501e-05,8.904729911064355e-05,0.10302126800808946,0.10296590440913937,0.09956150351294141,0.10639501502908014,0.11067535804031203,0.012011364704504344,0.01181010163947687,0.009533150357761921,0.014578302770806016,0.018357768438749984,0.035403989631562154,2.7601875438966554e-05,1.6933517678649126e-05,4.355938182837571e-05,14.424474328431552,1.928882773133995e-05,1.78116853433442e-05,1.1345961955214153e-05,2.929831897756089e-05,6.992455392343169e-05,0.0019462521781614648,0.0019437410416548488,0.001843600664584662,0.0020568605322580976,0.002284317234256441,1.1860389811638734e-05,1.1372435328729362e-05,9.50577093463882e-06,1.3455419910520066e-05,3.2797626102021084e-05,1.1706403619845941e-05,1.1125999540098389e-05,1.0509650914722852e-05,1.1762578792330538e-05,3.077360062317915e-05
11 手握住PCD试试看,93,0.6410702062214295,0.6492851325129526,0.591396664877156,0.669357156259013,0.687148879587418,15.210223462365594,14.648437000000001,11.71875,19.042968,21.972656,0.00011034115062029551,0.00011233247160695892,9.418828595398098e-05,0.00012515156210447096,0.00013576449111398604,0.10438925907717495,0.10434691382956843,0.10017874404557651,0.10830495050793112,0.11222932384515046,0.014294063063861825,0.014206745005173011,0.012107535597677157,0.017042874621415512,0.018302365583096787,5.287127375575274e-05,5.166370230139512e-05,3.522710358937613e-05,6.901397086721054e-05,9.683261207444213e-05,4.0287208861839915e-05,3.7316423112780686e-05,2.7381410817483938e-05,5.5875814016945277e-05,7.53801954376134e-05,0.002009444688013405,0.002018472673608045,0.0018612224982973563,0.002146272932178425,0.0023024127153173824,3.679990413833642e-05,3.71494103548468e-05,2.8928201298152197e-05,4.4495999348257e-05,5.1825721214072695e-05,3.780017357101554e-05,3.8361985282705176e-05,3.1929844757084615e-05,4.257587076753491e-05,4.513846624563227e-05
