group,file,std_mv,ptp_mv,icd_fixed_608k,peak_128_hz,peak_128_amp_mv,peak_608_hz,peak_608_amp_mv,band_1_20k,band_45_65k,band_120_136k,band_1_30_1_43m,band_1_0_3_3m
10 补测一组功放打开的，用做备用,capture_20260703_150147_636.csv,0.3506551112638085,3.417968,3.191243271398738e-05,128000.0,0.10515411191628286,616000.0,0.012217827767681736,3.498081538527813e-05,3.134610234474818e-05,0.002070575574933514,1.1184460360339849e-05,1.0997690994348088e-05
10 补测一组功放打开的，用做备用,capture_20260703_150147_845.csv,0.34892076090029445,2.9296870000000004,3.2323667434918194e-05,128000.0,0.10254695056072372,616000.0,0.013127251125009842,3.629309538257281e-05,1.122876150728363e-05,0.001849481726811643,1.1853028303242316e-05,1.1061872430434839e-05
10 补测一组功放打开的，用做备用,capture_20260703_150148_038.csv,0.3485232527298854,2.9296870000000004,3.0638483796110426e-05,128000.0,0.10527226268105662,574000.0,0.015733869019566277,3.5431255415998715e-05,1.3639298691512527e-05,0.0020352623027688897,1.0776600558410646e-05,1.0557469859573638e-05
10 补测一组功放打开的，用做备用,capture_20260703_150148_243.csv,0.3448524216323924,2.9296870000000004,3.196679478128303e-05,128000.0,0.09901131784777314,616000.0,0.011920758997701009,1.568866857025864e-05,1.6335338089850304e-05,0.0017978562950923319,1.1348746926125326e-05,1.0919488318728998e-05
10 补测一组功放打开的，用做备用,capture_20260703_150148_438.csv,0.3523046972958048,2.9296870000000004,3.354923273489812e-05,128000.0,0.1004104618901838,616000.0,0.01333431974747283,2.9074378226052698e-05,1.112861270895571e-05,0.0019280968110470158,1.0697217611489535e-05,1.168677549991609e-05
10 补测一组功放打开的，用做备用,capture_20260703_150148_640.csv,0.3482038485249652,2.9296870000000004,3.257926706440513e-05,128000.0,0.10051331735527438,594000.0,0.013313499691019321,2.1877034345295997e-05,2.9222213660750133e-05,0.0019356117877690126,1.1738334404862037e-05,1.0848333888458984e-05
10 补测一组功放打开的，用做备用,capture_20260703_150148_832.csv,0.3522437468826978,2.9296870000000004,3.502390724636274e-05,128000.0,0.09692927514178837,616000.0,0.012375756061231011,1.9426354355509098e-05,8.987915123286101e-06,0.0018194381418649916,1.0939001720719682e-05,1.1943259335052006e-05
10 补测一组功放打开的，用做备用,capture_20260703_150149_039.csv,0.35265399066630854,2.9296870000000004,3.5620790813207495e-05,128000.0,0.10686163847330558,616000.0,0.00932500326635107,2.0045043468058643e-05,1.8389733108358467e-05,0.0020195846354255915,1.2057325639017933e-05,1.1865930179808037e-05
10 补测一组功放打开的，用做备用,capture_20260703_150149_242.csv,0.3507920354496306,2.9296870000000004,3.494600668501855e-05,128000.0,0.10666066924650884,616000.0,0.012230899080727008,4.222802578305293e-05,2.278288827074641e-05,0.0019589773368619396,1.1493945144745733e-05,1.206231688459039e-05
10 补测一组功放打开的，用做备用,capture_20260703_150149_432.csv,0.35069840610314995,3.4179690000000003,3.392982772162827e-05,128000.0,0.099509499364368,596000.0,0.010347231790732431,3.126957842759723e-05,1.7092100723455406e-05,0.0019487739598598364,1.0307515217204788e-05,1.1129489532673678e-05
10 补测一组功放打开的，用做备用,capture_20260703_150149_638.csv,0.3491793185139801,3.4179690000000003,3.348934422664339e-05,128000.0,0.10382206943323617,574000.0,0.01324139549025457,3.528935275640705e-05,1.126336622662815e-05,0.00199750218896549,1.192811026916794e-05,1.1717252294388817e-05
10 补测一组功放打开的，用做备用,capture_20260703_150149_843.csv,0.3505460287430057,2.9296870000000004,3.4654628521357305e-05,128000.0,0.10197912119586543,616000.0,0.012095207979698264,3.083819466226881e-05,1.4639417908936426e-05,0.0017981815723813678,1.2024563587464585e-05,1.1649358266478956e-05
10 补测一组功放打开的，用做备用,capture_20260703_150150_033.csv,0.3513623437207083,2.9296870000000004,3.304207481167956e-05,128000.0,0.10785059481773203,636000.0,0.009739658236393061,1.617994973589891e-05,3.329560594951271e-05,0.0020956072369958684,1.1973981912008459e-05,1.1420817166836223e-05
10 补测一组功放打开的，用做备用,capture_20260703_150150_235.csv,0.35132722954102175,2.441406,3.180735888664862e-05,128000.0,0.09971560607107341,636000.0,0.01058187110756137,2.461921703675977e-05,2.835569108329415e-05,0.0018859943262467087,1.221883544598861e-05,1.0383503619613752e-05
10 补测一组功放打开的，用做备用,capture_20260703_150150_438.csv,0.3481348850776472,2.441406,3.099849361152334e-05,128000.0,0.1024087292740361,634000.0,0.011450812188550425,2.0240088100243734e-05,1.854815284822213e-05,0.001896408834621689,9.203637461350043e-06,1.1015068295608942e-05
10 补测一组功放打开的，用做备用,capture_20260703_150150_633.csv,0.35326188609212833,3.90625,3.272588249941246e-05,128000.0,0.1038322176064155,636000.0,0.01402083010712754,2.805118403155468e-05,3.460275992862698e-05,0.0020760734460135385,1.1496173700487978e-05,1.1361941539795999e-05
10 补测一组功放打开的，用做备用,capture_20260703_150150_834.csv,0.3501119585879894,3.417968,3.332247108330772e-05,128000.0,0.10121676074428967,616000.0,0.01362444160003027,1.5562414075234053e-05,1.679744458822408e-05,0.002025787435742269,9.285378907090013e-06,1.1059062283978873e-05
10 补测一组功放打开的，用做备用,capture_20260703_150151_044.csv,0.34583372644512833,2.9296870000000004,3.481324159251126e-05,128000.0,0.10630537838683526,616000.0,0.012125573605793367,3.546694936111508e-05,3.3246652287741344e-05,0.0020192873004374282,1.0771722120357115e-05,1.1319388476244457e-05
10 补测一组功放打开的，用做备用,capture_20260703_150151_236.csv,0.3521695837736367,2.9296870000000004,3.335872724659902e-05,128000.0,0.10310316155769343,616000.0,0.01300718226217589,2.239786885804156e-05,1.7825987234541817e-05,0.0019558340928977486,1.4015252920476421e-05,1.1279728857452543e-05
10 补测一组功放打开的，用做备用,capture_20260703_150151_439.csv,0.3502763491240056,2.441406,3.2993771653849286e-05,128000.0,0.10021780949855243,616000.0,0.010766300956546689,2.5653417199902205e-05,1.1522385057467203e-05,0.0019225298800128717,1.0309747329157094e-05,1.1365120642230095e-05
