cycle_id,status,probe_file,treatment_file,probe_captured_at,treatment_captured_at,probe_vpp,treatment_vpp,frequency_hz,burst_cycles,inter_burst_delay_ms,cycle_period_ms,note
1,complete,probe/cycle_000001.csv,treatment/cycle_000001.csv,2026-07-12T14:22:10.383,2026-07-12T14:22:10.820,4.5,7,612000,6000,200,1000,
2,complete,probe/cycle_000002.csv,treatment/cycle_000002.csv,2026-07-12T14:22:11.456,2026-07-12T14:22:11.899,4.5,7,612000,6000,200,1000,
3,complete,probe/cycle_000003.csv,treatment/cycle_000003.csv,2026-07-12T14:22:12.466,2026-07-12T14:22:12.912,4.5,7,612000,6000,200,1000,
4,complete,probe/cycle_000004.csv,treatment/cycle_000004.csv,2026-07-12T14:22:13.482,2026-07-12T14:22:13.924,4.5,7,612000,6000,200,1000,
5,complete,probe/cycle_000005.csv,treatment/cycle_000005.csv,2026-07-12T14:22:14.494,2026-07-12T14:22:14.923,4.5,7,612000,6000,200,1000,
6,complete,probe/cycle_000006.csv,treatment/cycle_000006.csv,2026-07-12T14:22:15.493,2026-07-12T14:22:15.933,4.5,7,612000,6000,200,1000,
7,complete,probe/cycle_000007.csv,treatment/cycle_000007.csv,2026-07-12T14:22:16.504,2026-07-12T14:22:16.946,4.5,7,612000,6000,200,1000,
8,complete,probe/cycle_000008.csv,treatment/cycle_000008.csv,2026-07-12T14:22:17.517,2026-07-12T14:22:17.944,4.5,7,612000,6000,200,1000,
9,complete,probe/cycle_000009.csv,treatment/cycle_000009.csv,2026-07-12T14:22:18.579,2026-07-12T14:22:19.022,4.5,7,612000,6000,200,1000,
10,complete,probe/cycle_000010.csv,treatment/cycle_000010.csv,2026-07-12T14:22:19.592,2026-07-12T14:22:20.037,4.5,7,612000,6000,200,1000,
11,complete,probe/cycle_000011.csv,treatment/cycle_000011.csv,2026-07-12T14:22:20.607,2026-07-12T14:22:21.049,4.5,7,612000,6000,200,1000,
12,complete,probe/cycle_000012.csv,treatment/cycle_000012.csv,2026-07-12T14:22:21.620,2026-07-12T14:22:22.063,4.5,7,612000,6000,200,1000,
13,complete,probe/cycle_000013.csv,treatment/cycle_000013.csv,2026-07-12T14:22:22.634,2026-07-12T14:22:23.076,4.5,7,612000,6000,200,1000,
14,complete,probe/cycle_000014.csv,treatment/cycle_000014.csv,2026-07-12T14:22:23.646,2026-07-12T14:22:24.087,4.5,7,612000,6000,200,1000,
15,complete,probe/cycle_000015.csv,treatment/cycle_000015.csv,2026-07-12T14:22:24.656,2026-07-12T14:22:25.099,4.5,7,612000,6000,200,1000,
16,complete,probe/cycle_000016.csv,treatment/cycle_000016.csv,2026-07-12T14:22:25.669,2026-07-12T14:22:26.112,4.5,7,612000,6000,200,1000,
17,complete,probe/cycle_000017.csv,treatment/cycle_000017.csv,2026-07-12T14:22:26.665,2026-07-12T14:22:27.110,4.5,7,612000,6000,200,1000,
18,complete,probe/cycle_000018.csv,treatment/cycle_000018.csv,2026-07-12T14:22:27.743,2026-07-12T14:22:28.184,4.5,7,612000,6000,200,1000,
19,complete,probe/cycle_000019.csv,treatment/cycle_000019.csv,2026-07-12T14:22:28.754,2026-07-12T14:22:29.197,4.5,7,612000,6000,200,1000,
20,complete,probe/cycle_000020.csv,treatment/cycle_000020.csv,2026-07-12T14:22:29.767,2026-07-12T14:22:30.226,4.5,7,612000,6000,200,1000,
21,complete,probe/cycle_000021.csv,treatment/cycle_000021.csv,2026-07-12T14:22:30.796,2026-07-12T14:22:31.237,4.5,7,612000,6000,200,1000,
22,complete,probe/cycle_000022.csv,treatment/cycle_000022.csv,2026-07-12T14:22:31.818,2026-07-12T14:22:32.262,4.5,7,612000,6000,200,1000,
23,complete,probe/cycle_000023.csv,treatment/cycle_000023.csv,2026-07-12T14:22:32.834,2026-07-12T14:22:33.275,4.5,7,612000,6000,200,1000,
24,complete,probe/cycle_000024.csv,treatment/cycle_000024.csv,2026-07-12T14:22:33.845,2026-07-12T14:22:34.290,4.5,7,612000,6000,200,1000,
25,complete,probe/cycle_000025.csv,treatment/cycle_000025.csv,2026-07-12T14:22:34.860,2026-07-12T14:22:35.298,4.5,7,612000,6000,200,1000,
26,complete,probe/cycle_000026.csv,treatment/cycle_000026.csv,2026-07-12T14:22:35.865,2026-07-12T14:22:36.310,4.5,7,612000,6000,200,1000,
27,complete,probe/cycle_000027.csv,treatment/cycle_000027.csv,2026-07-12T14:22:36.880,2026-07-12T14:22:37.321,4.5,7,612000,6000,200,1000,
28,complete,probe/cycle_000028.csv,treatment/cycle_000028.csv,2026-07-12T14:22:37.893,2026-07-12T14:22:38.337,4.5,7,612000,6000,200,1000,
29,complete,probe/cycle_000029.csv,treatment/cycle_000029.csv,2026-07-12T14:22:38.907,2026-07-12T14:22:39.348,4.5,7,612000,6000,200,1000,
30,complete,probe/cycle_000030.csv,treatment/cycle_000030.csv,2026-07-12T14:22:39.920,2026-07-12T14:22:40.365,4.5,7,612000,6000,200,1000,
31,complete,probe/cycle_000031.csv,treatment/cycle_000031.csv,2026-07-12T14:22:40.925,2026-07-12T14:22:41.367,4.5,7,612000,6000,200,1000,
32,complete,probe/cycle_000032.csv,treatment/cycle_000032.csv,2026-07-12T14:22:41.940,2026-07-12T14:22:42.377,4.5,7,612000,6000,200,1000,
33,complete,probe/cycle_000033.csv,treatment/cycle_000033.csv,2026-07-12T14:22:42.944,2026-07-12T14:22:43.384,4.5,7,612000,6000,200,1000,
34,complete,probe/cycle_000034.csv,treatment/cycle_000034.csv,2026-07-12T14:22:43.942,2026-07-12T14:22:44.385,4.5,7,612000,6000,200,1000,
35,complete,probe/cycle_000035.csv,treatment/cycle_000035.csv,2026-07-12T14:22:44.956,2026-07-12T14:22:45.398,4.5,7,612000,6000,200,1000,
36,complete,probe/cycle_000036.csv,treatment/cycle_000036.csv,2026-07-12T14:22:45.972,2026-07-12T14:22:46.417,4.5,7,612000,6000,200,1000,
37,complete,probe/cycle_000037.csv,treatment/cycle_000037.csv,2026-07-12T14:22:46.986,2026-07-12T14:22:47.426,4.5,7,612000,6000,200,1000,
38,complete,probe/cycle_000038.csv,treatment/cycle_000038.csv,2026-07-12T14:22:47.998,2026-07-12T14:22:48.440,4.5,7,612000,6000,200,1000,
39,complete,probe/cycle_000039.csv,treatment/cycle_000039.csv,2026-07-12T14:22:49.008,2026-07-12T14:22:49.447,4.5,7,612000,6000,200,1000,
40,complete,probe/cycle_000040.csv,treatment/cycle_000040.csv,2026-07-12T14:22:50.017,2026-07-12T14:22:50.459,4.5,7,612000,6000,200,1000,
41,complete,probe/cycle_000041.csv,treatment/cycle_000041.csv,2026-07-12T14:22:51.032,2026-07-12T14:22:51.474,4.5,7,612000,6000,200,1000,
42,complete,probe/cycle_000042.csv,treatment/cycle_000042.csv,2026-07-12T14:22:52.044,2026-07-12T14:22:52.471,4.5,7,612000,6000,200,1000,
43,complete,probe/cycle_000043.csv,treatment/cycle_000043.csv,2026-07-12T14:22:53.044,2026-07-12T14:22:53.487,4.5,7,612000,6000,200,1000,
44,complete,probe/cycle_000044.csv,treatment/cycle_000044.csv,2026-07-12T14:22:54.073,2026-07-12T14:22:54.531,4.5,7,612000,6000,200,1000,
45,complete,probe/cycle_000045.csv,treatment/cycle_000045.csv,2026-07-12T14:22:55.104,2026-07-12T14:22:55.546,4.5,7,612000,6000,200,1000,
46,complete,probe/cycle_000046.csv,treatment/cycle_000046.csv,2026-07-12T14:22:56.116,2026-07-12T14:22:56.561,4.5,7,612000,6000,200,1000,
47,complete,probe/cycle_000047.csv,treatment/cycle_000047.csv,2026-07-12T14:22:57.131,2026-07-12T14:22:57.574,4.5,7,612000,6000,200,1000,
48,complete,probe/cycle_000048.csv,treatment/cycle_000048.csv,2026-07-12T14:22:58.147,2026-07-12T14:22:58.588,4.5,7,612000,6000,200,1000,
49,complete,probe/cycle_000049.csv,treatment/cycle_000049.csv,2026-07-12T14:22:59.160,2026-07-12T14:22:59.602,4.5,7,612000,6000,200,1000,
50,complete,probe/cycle_000050.csv,treatment/cycle_000050.csv,2026-07-12T14:23:00.174,2026-07-12T14:23:00.618,4.5,7,612000,6000,200,1000,
51,complete,probe/cycle_000051.csv,treatment/cycle_000051.csv,2026-07-12T14:23:01.186,2026-07-12T14:23:01.631,4.5,7,612000,6000,200,1000,
52,complete,probe/cycle_000052.csv,treatment/cycle_000052.csv,2026-07-12T14:23:02.199,2026-07-12T14:23:02.646,4.5,7,612000,6000,200,1000,
53,complete,probe/cycle_000053.csv,treatment/cycle_000053.csv,2026-07-12T14:23:03.217,2026-07-12T14:23:03.658,4.5,7,612000,6000,200,1000,
54,complete,probe/cycle_000054.csv,treatment/cycle_000054.csv,2026-07-12T14:23:04.229,2026-07-12T14:23:04.671,4.5,7,612000,6000,200,1000,
55,complete,probe/cycle_000055.csv,treatment/cycle_000055.csv,2026-07-12T14:23:05.243,2026-07-12T14:23:05.686,4.5,7,612000,6000,200,1000,
56,complete,probe/cycle_000056.csv,treatment/cycle_000056.csv,2026-07-12T14:23:06.257,2026-07-12T14:23:06.697,4.5,7,612000,6000,200,1000,
57,complete,probe/cycle_000057.csv,treatment/cycle_000057.csv,2026-07-12T14:23:07.264,2026-07-12T14:23:07.706,4.5,7,612000,6000,200,1000,
58,complete,probe/cycle_000058.csv,treatment/cycle_000058.csv,2026-07-12T14:23:08.276,2026-07-12T14:23:08.719,4.5,7,612000,6000,200,1000,
59,complete,probe/cycle_000059.csv,treatment/cycle_000059.csv,2026-07-12T14:23:09.288,2026-07-12T14:23:09.731,4.5,7,612000,6000,200,1000,
60,complete,probe/cycle_000060.csv,treatment/cycle_000060.csv,2026-07-12T14:23:10.298,2026-07-12T14:23:10.743,4.5,7,612000,6000,200,1000,
61,complete,probe/cycle_000061.csv,treatment/cycle_000061.csv,2026-07-12T14:23:11.317,2026-07-12T14:23:11.757,4.5,7,612000,6000,200,1000,
62,complete,probe/cycle_000062.csv,treatment/cycle_000062.csv,2026-07-12T14:23:12.327,2026-07-12T14:23:12.770,4.5,7,612000,6000,200,1000,
63,complete,probe/cycle_000063.csv,treatment/cycle_000063.csv,2026-07-12T14:23:13.341,2026-07-12T14:23:13.785,4.5,7,612000,6000,200,1000,
64,complete,probe/cycle_000064.csv,treatment/cycle_000064.csv,2026-07-12T14:23:14.358,2026-07-12T14:23:14.799,4.5,7,612000,6000,200,1000,
65,complete,probe/cycle_000065.csv,treatment/cycle_000065.csv,2026-07-12T14:23:15.372,2026-07-12T14:23:15.815,4.5,7,612000,6000,200,1000,
66,complete,probe/cycle_000066.csv,treatment/cycle_000066.csv,2026-07-12T14:23:16.386,2026-07-12T14:23:16.830,4.5,7,612000,6000,200,1000,
67,complete,probe/cycle_000067.csv,treatment/cycle_000067.csv,2026-07-12T14:23:17.383,2026-07-12T14:23:17.829,4.5,7,612000,6000,200,1000,
68,complete,probe/cycle_000068.csv,treatment/cycle_000068.csv,2026-07-12T14:23:18.402,2026-07-12T14:23:18.845,4.5,7,612000,6000,200,1000,
69,complete,probe/cycle_000069.csv,treatment/cycle_000069.csv,2026-07-12T14:23:19.414,2026-07-12T14:23:19.854,4.5,7,612000,6000,200,1000,
70,complete,probe/cycle_000070.csv,treatment/cycle_000070.csv,2026-07-12T14:23:20.429,2026-07-12T14:23:20.867,4.5,7,612000,6000,200,1000,
71,complete,probe/cycle_000071.csv,treatment/cycle_000071.csv,2026-07-12T14:23:21.436,2026-07-12T14:23:21.894,4.5,7,612000,6000,200,1000,
72,complete,probe/cycle_000072.csv,treatment/cycle_000072.csv,2026-07-12T14:23:22.463,2026-07-12T14:23:22.907,4.5,7,612000,6000,200,1000,
73,complete,probe/cycle_000073.csv,treatment/cycle_000073.csv,2026-07-12T14:23:23.477,2026-07-12T14:23:23.954,4.5,7,612000,6000,200,1000,
