cycle_id,status,probe_file,treatment_file,probe_captured_at,treatment_captured_at,probe_vpp,treatment_vpp,frequency_hz,burst_cycles,inter_burst_delay_ms,cycle_period_ms,probe_quality_db,uhe_db,uhe_active_band_count,uhe_confirmed,be_db,safe_uhe_increment,cumulative_safe_uhe_dose,decision_state,decision_label,note
1,complete,probe/cycle_000001.csv,treatment/cycle_000001.csv,2026-07-16T14:46:36.450,2026-07-16T14:46:36.845,4.5,7.5,612000,6000,200,1000,59.5855,0.770672,0,False,-0.495397,0,0,not_open,未达到开窗剂量,
2,complete,probe/cycle_000002.csv,treatment/cycle_000002.csv,2026-07-16T14:46:37.536,2026-07-16T14:46:37.962,4.5,7.5,612000,6000,200,1000,59.8553,3.94423,2,False,1.52613,0,0,not_open,未达到开窗剂量,
3,complete,probe/cycle_000003.csv,treatment/cycle_000003.csv,2026-07-16T14:46:38.590,2026-07-16T14:46:39.014,4.5,7.5,612000,6000,200,1000,59.2286,8.78208,3,True,5.95785,0,0,risk,存在安全风险,
4,complete,probe/cycle_000004.csv,treatment/cycle_000004.csv,2026-07-16T14:46:39.642,2026-07-16T14:46:40.082,4.5,7.5,612000,6000,200,1000,58.2377,12.1618,3,True,5.63504,0,0,risk,存在安全风险,
5,complete,probe/cycle_000005.csv,treatment/cycle_000005.csv,2026-07-16T14:46:40.649,2026-07-16T14:46:41.078,4.5,7.5,612000,6000,200,1000,57.9292,3.01234,1,False,4.81861,0,0,not_open,未达到开窗剂量,
6,complete,probe/cycle_000006.csv,treatment/cycle_000006.csv,2026-07-16T14:46:41.710,2026-07-16T14:46:42.151,4.5,7.5,612000,6000,200,1000,60.1383,11.2376,3,True,4.802,11.302,11.302,not_open,未达到开窗剂量,
7,complete,probe/cycle_000007.csv,treatment/cycle_000007.csv,2026-07-16T14:46:42.716,2026-07-16T14:46:43.142,4.5,7.5,612000,6000,200,1000,58.5003,-0.0873912,1,False,4.2178,0,11.302,not_open,未达到开窗剂量,
8,complete,probe/cycle_000008.csv,treatment/cycle_000008.csv,2026-07-16T14:46:43.758,2026-07-16T14:46:44.180,4.5,7.5,612000,6000,200,1000,58.5987,3.41826,1,False,4.03889,0,11.302,not_open,未达到开窗剂量,
9,complete,probe/cycle_000009.csv,treatment/cycle_000009.csv,2026-07-16T14:46:44.803,2026-07-16T14:46:45.242,4.5,7.5,612000,6000,200,1000,58.8708,6.46719,3,True,5.635,0,11.302,risk,存在安全风险,
10,complete,probe/cycle_000010.csv,treatment/cycle_000010.csv,2026-07-16T14:46:45.804,2026-07-16T14:46:46.244,4.5,7.5,612000,6000,200,1000,59.1471,12.3027,3,True,5.70372,0,11.302,risk,存在安全风险,
