cycle_id,status,probe_file,treatment_file,probe_captured_at,treatment_captured_at,probe_vpp,treatment_vpp,frequency_hz,burst_cycles,inter_burst_delay_ms,cycle_period_ms,probe_quality_db,uhe_db,uhe_active_band_count,uhe_confirmed,be_db,safe_uhe_increment,cumulative_safe_uhe_dose,decision_state,decision_label,note
1,complete,probe/cycle_000001.csv,treatment/cycle_000001.csv,2026-07-16T15:35:42.735,2026-07-16T15:35:43.179,3,7,612000,6000,200,1000,53.3383,2.52709,1,False,-3.46252,0,0,not_open,未达到开窗剂量,
2,complete,probe/cycle_000002.csv,treatment/cycle_000002.csv,2026-07-16T15:35:43.804,2026-07-16T15:35:44.231,3,7,612000,6000,200,1000,57.1156,0.537006,0,False,-2.72903,0,0,not_open,未达到开窗剂量,
3,complete,probe/cycle_000003.csv,treatment/cycle_000003.csv,2026-07-16T15:35:44.859,2026-07-16T15:35:45.301,3,7,612000,6000,200,1000,54.8493,-0.724212,0,False,-3.90974,0,0,not_open,未达到开窗剂量,
4,complete,probe/cycle_000004.csv,treatment/cycle_000004.csv,2026-07-16T15:35:45.855,2026-07-16T15:35:46.290,3,7,612000,6000,200,1000,51.458,-1.80203,0,False,-4.08517,0,0,not_open,未达到开窗剂量,
5,complete,probe/cycle_000005.csv,treatment/cycle_000005.csv,2026-07-16T15:35:46.967,2026-07-16T15:35:47.406,3,7,612000,6000,200,1000,53.1079,2.02661,0,False,-2.71325,0,0,not_open,未达到开窗剂量,
6,complete,probe/cycle_000006.csv,treatment/cycle_000006.csv,2026-07-16T15:35:47.957,2026-07-16T15:35:48.380,3,7,612000,6000,200,1000,50.8178,1.66994,1,False,-3.12758,0,0,not_open,未达到开窗剂量,
7,complete,probe/cycle_000007.csv,treatment/cycle_000007.csv,2026-07-16T15:35:49.014,2026-07-16T15:35:49.455,3,7,612000,6000,200,1000,48.7224,0.885248,1,False,-3.21119,0,0,not_open,未达到开窗剂量,
8,complete,probe/cycle_000008.csv,treatment/cycle_000008.csv,2026-07-16T15:35:50.019,2026-07-16T15:35:50.446,3,7,612000,6000,200,1000,56.5784,0.73231,0,False,-3.20009,0,0,not_open,未达到开窗剂量,
9,complete,probe/cycle_000009.csv,treatment/cycle_000009.csv,2026-07-16T15:35:51.073,2026-07-16T15:35:51.495,3,7,612000,6000,200,1000,51.3378,2.5007,1,False,-2.47903,0,0,not_open,未达到开窗剂量,
10,complete,probe/cycle_000010.csv,treatment/cycle_000010.csv,2026-07-16T15:35:52.121,2026-07-16T15:35:52.555,3,7,612000,6000,200,1000,50.8543,-0.397489,1,False,-4.64685,0,0,not_open,未达到开窗剂量,
11,complete,probe/cycle_000011.csv,treatment/cycle_000011.csv,2026-07-16T15:35:53.103,2026-07-16T15:35:53.543,3,7,612000,6000,200,1000,41.7105,1.45342,1,False,-3.62076,0,0,not_open,未达到开窗剂量,
12,complete,probe/cycle_000012.csv,treatment/cycle_000012.csv,2026-07-16T15:35:54.154,2026-07-16T15:35:54.592,3,7,612000,6000,200,1000,51.5774,2.74821,1,False,-3.30104,0,0,not_open,未达到开窗剂量,
13,complete,probe/cycle_000013.csv,treatment/cycle_000013.csv,2026-07-16T15:35:55.222,2026-07-16T15:35:55.664,3,7,612000,6000,200,1000,49.2791,1.68553,1,False,-2.43839,0,0,not_open,未达到开窗剂量,
14,complete,probe/cycle_000014.csv,treatment/cycle_000014.csv,2026-07-16T15:35:56.229,2026-07-16T15:35:56.671,3,7,612000,6000,200,1000,48.7436,1.44522,1,False,-4.29915,0,0,not_open,未达到开窗剂量,
15,complete,probe/cycle_000015.csv,treatment/cycle_000015.csv,2026-07-16T15:35:57.232,2026-07-16T15:35:57.673,3,7,612000,6000,200,1000,51.4316,1.71305,1,False,-3.89502,0,0,not_open,未达到开窗剂量,
16,complete,probe/cycle_000016.csv,treatment/cycle_000016.csv,2026-07-16T15:35:58.250,2026-07-16T15:35:58.674,3,7,612000,6000,200,1000,51.0017,2.33238,1,False,-2.84034,0,0,not_open,未达到开窗剂量,
17,complete,probe/cycle_000017.csv,treatment/cycle_000017.csv,2026-07-16T15:35:59.237,2026-07-16T15:35:59.675,3,7,612000,6000,200,1000,53.0521,-2.95233,0,False,-3.9533,0,0,not_open,未达到开窗剂量,
18,complete,probe/cycle_000018.csv,treatment/cycle_000018.csv,2026-07-16T15:36:00.228,2026-07-16T15:36:00.665,3,7,612000,6000,200,1000,52.5204,-0.395376,0,False,-2.21859,0,0,not_open,未达到开窗剂量,
19,complete,probe/cycle_000019.csv,treatment/cycle_000019.csv,2026-07-16T15:36:01.296,2026-07-16T15:36:01.736,3,7,612000,6000,200,1000,49.1027,6.03166,1,False,-2.14949,0,0,not_open,未达到开窗剂量,
