cycle_id,status,probe_file,treatment_file,probe_captured_at,treatment_captured_at,probe_vpp,treatment_vpp,frequency_hz,burst_cycles,inter_burst_delay_ms,cycle_period_ms,probe_quality_db,uhe_db,uhe_active_band_count,uhe_confirmed,be_db,safe_uhe_increment,cumulative_safe_uhe_dose,decision_state,decision_label,note
1,complete,probe/cycle_000001.csv,treatment/cycle_000001.csv,2026-07-16T15:12:27.668,2026-07-16T15:12:28.060,3,7,612000,6000,200,1000,62.9559,-3.50439,0,False,-3.08063,0,0,not_open,未达到开窗剂量,
2,complete,probe/cycle_000002.csv,treatment/cycle_000002.csv,2026-07-16T15:12:28.748,2026-07-16T15:12:29.176,3,7,612000,6000,200,1000,64.3143,-3.65256,0,False,-3.05263,0,0,not_open,未达到开窗剂量,
3,complete,probe/cycle_000003.csv,treatment/cycle_000003.csv,2026-07-16T15:12:29.789,2026-07-16T15:12:30.211,3,7,612000,6000,200,1000,62.6156,-3.85762,0,False,-3.88308,0,0,not_open,未达到开窗剂量,
4,complete,probe/cycle_000004.csv,treatment/cycle_000004.csv,2026-07-16T15:12:30.821,2026-07-16T15:12:31.247,3,7,612000,6000,200,1000,62.1923,-3.18214,0,False,-3.18329,0,0,not_open,未达到开窗剂量,
5,complete,probe/cycle_000005.csv,treatment/cycle_000005.csv,2026-07-16T15:12:31.862,2026-07-16T15:12:32.303,3,7,612000,6000,200,1000,61.2015,-0.780769,0,False,-3.62796,0,0,not_open,未达到开窗剂量,
6,complete,probe/cycle_000006.csv,treatment/cycle_000006.csv,2026-07-16T15:12:32.931,2026-07-16T15:12:33.362,3,7,612000,6000,200,1000,62.1209,-0.975014,0,False,-2.85787,0,0,not_open,未达到开窗剂量,
7,complete,probe/cycle_000007.csv,treatment/cycle_000007.csv,2026-07-16T15:12:33.934,2026-07-16T15:12:34.411,3,7,612000,6000,200,1000,62.0522,-2.18741,0,False,-3.16217,0,0,not_open,未达到开窗剂量,
8,complete,probe/cycle_000008.csv,treatment/cycle_000008.csv,2026-07-16T15:12:34.975,2026-07-16T15:12:35.399,3,7,612000,6000,200,1000,62.1214,-1.95037,0,False,-3.32464,0,0,not_open,未达到开窗剂量,
9,complete,probe/cycle_000009.csv,treatment/cycle_000009.csv,2026-07-16T15:12:36.025,2026-07-16T15:12:36.453,3,7,612000,6000,200,1000,62.8929,-3.62495,0,False,-2.87102,0,0,not_open,未达到开窗剂量,
10,complete,probe/cycle_000010.csv,treatment/cycle_000010.csv,2026-07-16T15:12:37.080,2026-07-16T15:12:37.517,3,7,612000,6000,200,1000,62.2238,-2.01901,0,False,-2.73406,0,0,not_open,未达到开窗剂量,
11,complete,probe/cycle_000011.csv,treatment/cycle_000011.csv,2026-07-16T15:12:38.068,2026-07-16T15:12:38.497,3,7,612000,6000,200,1000,63.9274,5.16022,1,False,-3.5842,0,0,not_open,未达到开窗剂量,
12,complete,probe/cycle_000012.csv,treatment/cycle_000012.csv,2026-07-16T15:12:39.109,2026-07-16T15:12:39.551,3,7,612000,6000,200,1000,64.1051,-1.0585,0,False,-2.43332,0,0,not_open,未达到开窗剂量,
13,complete,probe/cycle_000013.csv,treatment/cycle_000013.csv,2026-07-16T15:12:40.163,2026-07-16T15:12:40.586,3,7,612000,6000,200,1000,62.5382,-1.62374,0,False,-3.69603,0,0,not_open,未达到开窗剂量,
14,complete,probe/cycle_000014.csv,treatment/cycle_000014.csv,2026-07-16T15:12:41.199,2026-07-16T15:12:41.625,3,7,612000,6000,200,1000,63.489,-1.07479,0,False,-3.06742,0,0,not_open,未达到开窗剂量,
15,complete,probe/cycle_000015.csv,treatment/cycle_000015.csv,2026-07-16T15:12:42.243,2026-07-16T15:12:42.667,3,7,612000,6000,200,1000,63.5208,-4.68931,0,False,-4.48664,0,0,not_open,未达到开窗剂量,
16,complete,probe/cycle_000016.csv,treatment/cycle_000016.csv,2026-07-16T15:12:43.297,2026-07-16T15:12:43.737,3,7,612000,6000,200,1000,63.3491,-2.99914,0,False,-2.91487,0,0,not_open,未达到开窗剂量,
17,complete,probe/cycle_000017.csv,treatment/cycle_000017.csv,2026-07-16T15:12:44.288,2026-07-16T15:12:44.725,3,7,612000,6000,200,1000,63.5435,-3.75788,0,False,-2.72373,0,0,not_open,未达到开窗剂量,
18,complete,probe/cycle_000018.csv,treatment/cycle_000018.csv,2026-07-16T15:12:45.353,2026-07-16T15:12:45.777,3,7,612000,6000,200,1000,62.5291,-2.19337,0,False,-4.08259,0,0,not_open,未达到开窗剂量,
19,complete,probe/cycle_000019.csv,treatment/cycle_000019.csv,2026-07-16T15:12:46.404,2026-07-16T15:12:46.841,3,7,612000,6000,200,1000,63.0148,-4.31492,0,False,-4.37746,0,0,not_open,未达到开窗剂量,
20,complete,probe/cycle_000020.csv,treatment/cycle_000020.csv,2026-07-16T15:12:47.392,2026-07-16T15:12:47.818,3,7,612000,6000,200,1000,63.6845,-6.02758,0,False,-4.33443,0,0,not_open,未达到开窗剂量,
21,complete,probe/cycle_000021.csv,treatment/cycle_000021.csv,2026-07-16T15:12:48.433,2026-07-16T15:12:48.871,3,7,612000,6000,200,1000,63.5739,-7.00531,0,False,-4.72318,0,0,not_open,未达到开窗剂量,
22,complete,probe/cycle_000022.csv,treatment/cycle_000022.csv,2026-07-16T15:12:49.502,2026-07-16T15:12:49.941,3,7,612000,6000,200,1000,61.5785,-3.16228,0,False,-3.17954,0,0,not_open,未达到开窗剂量,
23,complete,probe/cycle_000023.csv,treatment/cycle_000023.csv,2026-07-16T15:12:50.502,2026-07-16T15:12:50.937,3,7,612000,6000,200,1000,62.0526,-4.6241,0,False,-3.29816,0,0,not_open,未达到开窗剂量,
24,complete,probe/cycle_000024.csv,treatment/cycle_000024.csv,2026-07-16T15:12:51.563,2026-07-16T15:12:52.005,3,7,612000,6000,200,1000,61.6293,-4.39088,0,False,-3.57248,0,0,not_open,未达到开窗剂量,
25,complete,probe/cycle_000025.csv,treatment/cycle_000025.csv,2026-07-16T15:12:52.572,2026-07-16T15:12:53.012,3,7,612000,6000,200,1000,62.344,-1.34297,0,False,-3.88283,0,0,not_open,未达到开窗剂量,
26,complete,probe/cycle_000026.csv,treatment/cycle_000026.csv,2026-07-16T15:12:53.574,2026-07-16T15:12:53.999,3,7,612000,6000,200,1000,62.352,-1.06096,0,False,-1.93099,0,0,not_open,未达到开窗剂量,
