cycle_id,status,probe_file,treatment_file,probe_captured_at,treatment_captured_at,probe_vpp,treatment_vpp,frequency_hz,burst_cycles,inter_burst_delay_ms,cycle_period_ms,probe_quality_db,uhe_db,uhe_active_band_count,uhe_confirmed,be_db,safe_uhe_increment,cumulative_safe_uhe_dose,decision_state,decision_label,note
1,complete,probe/cycle_000001.csv,treatment/cycle_000001.csv,2026-07-16T14:41:40.434,2026-07-16T14:41:40.857,4.5,7.5,612000,6000,200,1000,58.7588,-2.25295,0,False,-0.119747,0,0,not_open,未达到开窗剂量,
2,complete,probe/cycle_000002.csv,treatment/cycle_000002.csv,2026-07-16T14:41:41.543,2026-07-16T14:41:41.967,4.5,7.5,612000,6000,200,1000,57.3079,-0.615645,0,False,-0.735873,0,0,not_open,未达到开窗剂量,
3,complete,probe/cycle_000003.csv,treatment/cycle_000003.csv,2026-07-16T14:41:42.591,2026-07-16T14:41:43.015,4.5,7.5,612000,6000,200,1000,59.6437,-2.42932,0,False,-0.420136,0,0,not_open,未达到开窗剂量,
4,complete,probe/cycle_000004.csv,treatment/cycle_000004.csv,2026-07-16T14:41:43.627,2026-07-16T14:41:44.055,4.5,7.5,612000,6000,200,1000,59.7428,-1.68047,0,False,-0.67404,0,0,not_open,未达到开窗剂量,
5,complete,probe/cycle_000005.csv,treatment/cycle_000005.csv,2026-07-16T14:41:44.670,2026-07-16T14:41:45.109,4.5,7.5,612000,6000,200,1000,60.1261,-1.44007,0,False,0.528409,0,0,not_open,未达到开窗剂量,
6,complete,probe/cycle_000006.csv,treatment/cycle_000006.csv,2026-07-16T14:41:45.736,2026-07-16T14:41:46.175,4.5,7.5,612000,6000,200,1000,59.2707,0.764196,1,False,-0.0245982,0,0,not_open,未达到开窗剂量,
7,complete,probe/cycle_000007.csv,treatment/cycle_000007.csv,2026-07-16T14:41:46.739,2026-07-16T14:41:47.164,4.5,7.5,612000,6000,200,1000,58.8056,-0.663241,0,False,-0.919836,0,0,not_open,未达到开窗剂量,
8,complete,probe/cycle_000008.csv,treatment/cycle_000008.csv,2026-07-16T14:41:47.793,2026-07-16T14:41:48.219,4.5,7.5,612000,6000,200,1000,58.6512,0.985549,0,False,-0.0382452,0,0,not_open,未达到开窗剂量,
9,complete,probe/cycle_000009.csv,treatment/cycle_000009.csv,2026-07-16T14:41:48.849,2026-07-16T14:41:49.287,4.5,7.5,612000,6000,200,1000,59.0472,1.03588,0,False,-0.0870847,0,0,not_open,未达到开窗剂量,
10,complete,probe/cycle_000010.csv,treatment/cycle_000010.csv,2026-07-16T14:41:49.835,2026-07-16T14:41:50.258,4.5,7.5,612000,6000,200,1000,59.6533,-1.11449,0,False,-0.134016,0,0,not_open,未达到开窗剂量,
11,complete,probe/cycle_000011.csv,treatment/cycle_000011.csv,2026-07-16T14:41:50.873,2026-07-16T14:41:51.297,4.5,7.5,612000,6000,200,1000,59.2949,-0.754578,0,False,-0.9192,0,0,not_open,未达到开窗剂量,
12,complete,probe/cycle_000012.csv,treatment/cycle_000012.csv,2026-07-16T14:41:51.923,2026-07-16T14:41:52.364,4.5,7.5,612000,6000,200,1000,59.8631,-0.526499,0,False,-0.484906,0,0,not_open,未达到开窗剂量,
13,complete,probe/cycle_000013.csv,treatment/cycle_000013.csv,2026-07-16T14:41:52.914,2026-07-16T14:41:53.339,4.5,7.5,612000,6000,200,1000,60.5555,-1.01741,0,False,-0.6824,0,0,not_open,未达到开窗剂量,
14,complete,probe/cycle_000014.csv,treatment/cycle_000014.csv,2026-07-16T14:41:53.953,2026-07-16T14:41:54.382,4.5,7.5,612000,6000,200,1000,59.3492,0.386084,0,False,-0.43952,0,0,not_open,未达到开窗剂量,
15,complete,probe/cycle_000015.csv,treatment/cycle_000015.csv,2026-07-16T14:41:55.000,2026-07-16T14:41:55.429,4.5,7.5,612000,6000,200,1000,58.984,-0.811152,0,False,-0.903754,0,0,not_open,未达到开窗剂量,
16,complete,probe/cycle_000016.csv,treatment/cycle_000016.csv,2026-07-16T14:41:56.049,2026-07-16T14:41:56.479,4.5,7.5,612000,6000,200,1000,60.7518,1.25402,0,False,0.052312,0,0,not_open,未达到开窗剂量,
17,complete,probe/cycle_000017.csv,treatment/cycle_000017.csv,2026-07-16T14:41:57.106,2026-07-16T14:41:57.533,4.5,7.5,612000,6000,200,1000,59.8126,-0.0878335,0,False,-0.361698,0,0,not_open,未达到开窗剂量,
18,complete,probe/cycle_000018.csv,treatment/cycle_000018.csv,2026-07-16T14:41:58.145,2026-07-16T14:41:58.585,4.5,7.5,612000,6000,200,1000,58.9936,-1.78599,0,False,-0.620087,0,0,not_open,未达到开窗剂量,
19,complete,probe/cycle_000019.csv,treatment/cycle_000019.csv,2026-07-16T14:41:59.203,2026-07-16T14:41:59.639,4.5,7.5,612000,6000,200,1000,60.7127,-0.069802,0,False,-0.57923,0,0,not_open,未达到开窗剂量,
20,complete,probe/cycle_000020.csv,treatment/cycle_000020.csv,2026-07-16T14:42:00.268,2026-07-16T14:42:00.709,4.5,7.5,612000,6000,200,1000,59.6803,-1.39058,0,False,-0.153506,0,0,not_open,未达到开窗剂量,
21,complete,probe/cycle_000021.csv,treatment/cycle_000021.csv,2026-07-16T14:42:01.276,2026-07-16T14:42:01.718,4.5,7.5,612000,6000,200,1000,60.311,0.279998,0,False,0.217935,0,0,not_open,未达到开窗剂量,
22,complete,probe/cycle_000022.csv,treatment/cycle_000022.csv,2026-07-16T14:42:02.284,2026-07-16T14:42:02.725,4.5,7.5,612000,6000,200,1000,60.9401,2.31169,1,False,0.126534,0,0,not_open,未达到开窗剂量,
23,complete,probe/cycle_000023.csv,treatment/cycle_000023.csv,2026-07-16T14:42:03.293,2026-07-16T14:42:03.733,4.5,7.5,612000,6000,200,1000,59.5879,-0.543958,0,False,-0.770749,0,0,not_open,未达到开窗剂量,
24,complete,probe/cycle_000024.csv,treatment/cycle_000024.csv,2026-07-16T14:42:04.300,2026-07-16T14:42:04.726,4.5,7.5,612000,6000,200,1000,61.5616,1.70801,1,False,-0.461522,0,0,not_open,未达到开窗剂量,
25,complete,probe/cycle_000025.csv,treatment/cycle_000025.csv,2026-07-16T14:42:05.352,2026-07-16T14:42:05.775,4.5,7.5,612000,6000,200,1000,60.2967,0.782722,0,False,-0.524584,0,0,not_open,未达到开窗剂量,
26,complete,probe/cycle_000026.csv,treatment/cycle_000026.csv,2026-07-16T14:42:06.389,2026-07-16T14:42:06.834,4.5,7.5,612000,6000,200,1000,58.4133,0.817105,0,False,0.0535042,0,0,not_open,未达到开窗剂量,
27,complete,probe/cycle_000027.csv,treatment/cycle_000027.csv,2026-07-16T14:42:07.459,2026-07-16T14:42:07.886,4.5,7.5,612000,6000,200,1000,60.0264,-0.667753,0,False,-0.0657612,0,0,not_open,未达到开窗剂量,
28,complete,probe/cycle_000028.csv,treatment/cycle_000028.csv,2026-07-16T14:42:08.495,2026-07-16T14:42:08.921,4.5,7.5,612000,6000,200,1000,58.9899,-0.705046,0,False,-0.131067,0,0,not_open,未达到开窗剂量,
29,complete,probe/cycle_000029.csv,treatment/cycle_000029.csv,2026-07-16T14:42:09.534,2026-07-16T14:42:09.957,4.5,7.5,612000,6000,200,1000,60.7611,0.416787,0,False,-0.136318,0,0,not_open,未达到开窗剂量,
30,complete,probe/cycle_000030.csv,treatment/cycle_000030.csv,2026-07-16T14:42:10.567,2026-07-16T14:42:11.008,4.5,7.5,612000,6000,200,1000,59.2643,-2.53166,0,False,-0.83334,0,0,not_open,未达到开窗剂量,
31,complete,probe/cycle_000031.csv,treatment/cycle_000031.csv,2026-07-16T14:42:11.641,2026-07-16T14:42:12.022,4.5,7.5,612000,6000,200,1000,60.2681,0.843557,1,False,-0.764922,0,0,not_open,未达到开窗剂量,
32,complete,probe/cycle_000032.csv,treatment/cycle_000032.csv,2026-07-16T14:42:12.627,2026-07-16T14:42:13.008,4.5,7.5,612000,6000,200,1000,59.9107,0.149989,0,False,-1.00653,0,0,not_open,未达到开窗剂量,
33,complete,probe/cycle_000033.csv,treatment/cycle_000033.csv,2026-07-16T14:42:13.662,2026-07-16T14:42:14.075,4.5,7.5,612000,6000,200,1000,60.2574,-0.661084,0,False,-0.261253,0,0,not_open,未达到开窗剂量,
34,complete,probe/cycle_000034.csv,treatment/cycle_000034.csv,2026-07-16T14:42:14.688,2026-07-16T14:42:15.114,4.5,7.5,612000,6000,200,1000,59.9562,-1.39576,0,False,-1.01452,0,0,not_open,未达到开窗剂量,
35,complete,probe/cycle_000035.csv,treatment/cycle_000035.csv,2026-07-16T14:42:15.725,2026-07-16T14:42:16.135,4.5,7.5,612000,6000,200,1000,60.5866,-2.04159,0,False,-0.500666,0,0,not_open,未达到开窗剂量,
36,complete,probe/cycle_000036.csv,treatment/cycle_000036.csv,2026-07-16T14:42:16.734,2026-07-16T14:42:17.158,4.5,7.5,612000,6000,200,1000,59.2232,-0.571286,0,False,-0.95347,0,0,not_open,未达到开窗剂量,
37,complete,probe/cycle_000037.csv,treatment/cycle_000037.csv,2026-07-16T14:42:17.790,2026-07-16T14:42:18.213,4.5,7.5,612000,6000,200,1000,58.9296,-0.37129,0,False,-0.814137,0,0,not_open,未达到开窗剂量,
38,complete,probe/cycle_000038.csv,treatment/cycle_000038.csv,2026-07-16T14:42:18.825,2026-07-16T14:42:19.247,4.5,7.5,612000,6000,200,1000,60.8728,3.16825,2,False,0.079311,0,0,not_open,未达到开窗剂量,
39,complete,probe/cycle_000039.csv,treatment/cycle_000039.csv,2026-07-16T14:42:19.859,2026-07-16T14:42:20.283,4.5,7.5,612000,6000,200,1000,59.1501,-0.968366,0,False,-0.647138,0,0,not_open,未达到开窗剂量,
40,complete,probe/cycle_000040.csv,treatment/cycle_000040.csv,2026-07-16T14:42:20.874,2026-07-16T14:42:21.228,4.5,7.5,612000,6000,200,1000,60.041,0.782362,0,False,-0.0370209,0,0,not_open,未达到开窗剂量,
41,complete,probe/cycle_000041.csv,treatment/cycle_000041.csv,2026-07-16T14:42:21.951,2026-07-16T14:42:22.375,4.5,7.5,612000,6000,200,1000,61.2366,-1.30534,0,False,-0.67989,0,0,not_open,未达到开窗剂量,
42,complete,probe/cycle_000042.csv,treatment/cycle_000042.csv,2026-07-16T14:42:22.990,2026-07-16T14:42:23.415,4.5,7.5,612000,6000,200,1000,59.4898,-2.06701,0,False,0.05126,0,0,not_open,未达到开窗剂量,
43,complete,probe/cycle_000043.csv,treatment/cycle_000043.csv,2026-07-16T14:42:24.043,2026-07-16T14:42:24.471,4.5,7.5,612000,6000,200,1000,61.5537,-2.29926,0,False,0.559916,0,0,not_open,未达到开窗剂量,
44,complete,probe/cycle_000044.csv,treatment/cycle_000044.csv,2026-07-16T14:42:25.099,2026-07-16T14:42:25.521,4.5,7.5,612000,6000,200,1000,60.5319,-2.18174,0,False,-0.379213,0,0,not_open,未达到开窗剂量,
45,complete,probe/cycle_000045.csv,treatment/cycle_000045.csv,2026-07-16T14:42:26.130,2026-07-16T14:42:26.540,4.5,7.5,612000,6000,200,1000,60.346,-1.5254,0,False,-0.490952,0,0,not_open,未达到开窗剂量,
46,complete,probe/cycle_000046.csv,treatment/cycle_000046.csv,2026-07-16T14:42:27.170,2026-07-16T14:42:27.611,4.5,7.5,612000,6000,200,1000,61.3247,-0.646164,0,False,-0.765071,0,0,not_open,未达到开窗剂量,
47,complete,probe/cycle_000047.csv,treatment/cycle_000047.csv,2026-07-16T14:42:28.224,2026-07-16T14:42:28.663,4.5,7.5,612000,6000,200,1000,59.7329,1.72014,0,False,-1.23631,0,0,not_open,未达到开窗剂量,
48,complete,probe/cycle_000048.csv,treatment/cycle_000048.csv,2026-07-16T14:42:29.294,2026-07-16T14:42:29.738,4.5,7.5,612000,6000,200,1000,59.595,-1.7195,0,False,-0.18252,0,0,not_open,未达到开窗剂量,
49,complete,probe/cycle_000049.csv,treatment/cycle_000049.csv,2026-07-16T14:42:30.270,2026-07-16T14:42:30.620,4.5,7.5,612000,6000,200,1000,60.8877,-2.16749,0,False,0.0708861,0,0,not_open,未达到开窗剂量,
50,complete,probe/cycle_000050.csv,treatment/cycle_000050.csv,2026-07-16T14:42:31.317,2026-07-16T14:42:31.711,4.5,7.5,612000,6000,200,1000,58.9539,-0.699764,0,False,-0.964403,0,0,not_open,未达到开窗剂量,
51,complete,probe/cycle_000051.csv,treatment/cycle_000051.csv,2026-07-16T14:42:32.335,2026-07-16T14:42:32.760,4.5,7.5,612000,6000,200,1000,59.5565,0.857215,0,False,0.044262,0,0,not_open,未达到开窗剂量,
