cycle_id,status,probe_file,treatment_file,probe_captured_at,treatment_captured_at,probe_vpp,treatment_vpp,frequency_hz,burst_cycles,inter_burst_delay_ms,cycle_period_ms,probe_quality_db,uhe_db,uhe_active_band_count,uhe_confirmed,be_db,safe_uhe_increment,cumulative_safe_uhe_dose,decision_state,decision_label,note
1,complete,probe/cycle_000001.csv,treatment/cycle_000001.csv,2026-07-16T15:15:45.376,2026-07-16T15:15:45.820,3,7,612000,6000,200,1000,62.8523,7.15998,2,False,0.699466,0,0,not_open,未达到开窗剂量,
2,complete,probe/cycle_000002.csv,treatment/cycle_000002.csv,2026-07-16T15:15:46.464,2026-07-16T15:15:46.905,3,7,612000,6000,200,1000,60.5415,8.18721,3,True,-0.0790073,4.59225,4.59225,not_open,未达到开窗剂量,
3,complete,probe/cycle_000003.csv,treatment/cycle_000003.csv,2026-07-16T15:15:47.537,2026-07-16T15:15:47.975,3,7,612000,6000,200,1000,57.3922,5.42235,3,True,-0.985679,1.49,6.08225,not_open,未达到开窗剂量,
4,complete,probe/cycle_000004.csv,treatment/cycle_000004.csv,2026-07-16T15:15:48.527,2026-07-16T15:15:48.965,3,7,612000,6000,200,1000,59.25,6.45167,3,True,0.0890658,2.42214,8.50439,not_open,未达到开窗剂量,
5,complete,probe/cycle_000005.csv,treatment/cycle_000005.csv,2026-07-16T15:15:49.595,2026-07-16T15:15:50.021,3,7,612000,6000,200,1000,61.1898,13.5703,3,True,-0.158473,20.7574,29.2618,not_open,未达到开窗剂量,
6,complete,probe/cycle_000006.csv,treatment/cycle_000006.csv,2026-07-16T15:15:50.649,2026-07-16T15:15:51.074,3,7,612000,6000,200,1000,59.862,-0.460809,0,False,-0.481342,0,29.2618,not_open,未达到开窗剂量,
7,complete,probe/cycle_000007.csv,treatment/cycle_000007.csv,2026-07-16T15:15:51.705,2026-07-16T15:15:52.147,3,7,612000,6000,200,1000,61.4929,10.4933,3,True,0.58755,9.20769,38.4695,not_open,未达到开窗剂量,
8,complete,probe/cycle_000008.csv,treatment/cycle_000008.csv,2026-07-16T15:15:52.714,2026-07-16T15:15:53.152,3,7,612000,6000,200,1000,58.8894,6.87774,2,False,-0.168956,0,38.4695,not_open,未达到开窗剂量,
9,complete,probe/cycle_000009.csv,treatment/cycle_000009.csv,2026-07-16T15:15:53.705,2026-07-16T15:15:54.131,3,7,612000,6000,200,1000,56.9193,1.67996,2,False,0.0784432,0,38.4695,not_open,未达到开窗剂量,
10,complete,probe/cycle_000010.csv,treatment/cycle_000010.csv,2026-07-16T15:15:54.759,2026-07-16T15:15:55.199,3,7,612000,6000,200,1000,60.0835,9.29584,3,True,-0.702826,6.50798,44.9774,not_open,未达到开窗剂量,
11,complete,probe/cycle_000011.csv,treatment/cycle_000011.csv,2026-07-16T15:15:55.753,2026-07-16T15:15:56.178,3,7,612000,6000,200,1000,60.9042,-0.191549,0,False,-1.82998,0,44.9774,not_open,未达到开窗剂量,
12,complete,probe/cycle_000012.csv,treatment/cycle_000012.csv,2026-07-16T15:15:56.803,2026-07-16T15:15:57.245,3,7,612000,6000,200,1000,61.0209,5.90147,2,False,-1.12679,0,44.9774,not_open,未达到开窗剂量,
13,complete,probe/cycle_000013.csv,treatment/cycle_000013.csv,2026-07-16T15:15:57.797,2026-07-16T15:15:58.222,3,7,612000,6000,200,1000,61.2894,7.81616,3,True,-0.961591,4.0528,49.0302,not_open,未达到开窗剂量,
14,complete,probe/cycle_000014.csv,treatment/cycle_000014.csv,2026-07-16T15:15:58.832,2026-07-16T15:15:59.257,3,7,612000,6000,200,1000,61.987,11.4837,3,True,-0.876167,12.0772,61.1075,not_open,未达到开窗剂量,
15,complete,probe/cycle_000015.csv,treatment/cycle_000015.csv,2026-07-16T15:15:59.884,2026-07-16T15:16:00.324,3,7,612000,6000,200,1000,60.5814,0.988968,1,False,-0.839445,0,61.1075,not_open,未达到开窗剂量,
16,complete,probe/cycle_000016.csv,treatment/cycle_000016.csv,2026-07-16T15:16:00.889,2026-07-16T15:16:01.329,3,7,612000,6000,200,1000,62.6275,4.34773,2,False,-0.952917,0,61.1075,not_open,未达到开窗剂量,
17,complete,probe/cycle_000017.csv,treatment/cycle_000017.csv,2026-07-16T15:16:01.895,2026-07-16T15:16:02.336,3,7,612000,6000,200,1000,62.0105,1.2662,1,False,-2.10961,0,61.1075,not_open,未达到开窗剂量,
18,complete,probe/cycle_000018.csv,treatment/cycle_000018.csv,2026-07-16T15:16:02.901,2026-07-16T15:16:03.340,3,7,612000,6000,200,1000,62.9185,12.7216,2,False,-1.41671,0,61.1075,not_open,未达到开窗剂量,
