cycle_id,status,probe_file,treatment_file,probe_captured_at,treatment_captured_at,probe_vpp,treatment_vpp,frequency_hz,burst_cycles,inter_burst_delay_ms,cycle_period_ms,probe_quality_db,uhe_db,uhe_active_band_count,uhe_confirmed,be_db,safe_uhe_increment,cumulative_safe_uhe_dose,decision_state,decision_label,note
1,complete,probe/cycle_000001.csv,treatment/cycle_000001.csv,2026-07-12T17:27:53.561,2026-07-12T17:27:54.035,4.5,7,612000,6000,200,1000,57.9559,7.22654,3,True,1.06606,3.28498,3.28498,not_open,探索性：未达到开窗剂量,
2,complete,probe/cycle_000002.csv,treatment/cycle_000002.csv,2026-07-12T17:27:54.639,2026-07-12T17:27:55.116,4.5,7,612000,6000,200,1000,57.9256,-0.0104386,0,False,0.0471094,0,3.28498,not_open,探索性：未达到开窗剂量,
3,complete,probe/cycle_000003.csv,treatment/cycle_000003.csv,2026-07-12T17:27:55.657,2026-07-12T17:27:56.129,4.5,7,612000,6000,200,1000,59.4044,4.7634,2,False,-0.334741,0,3.28498,not_open,探索性：未达到开窗剂量,
4,complete,probe/cycle_000004.csv,treatment/cycle_000004.csv,2026-07-12T17:27:56.671,2026-07-12T17:27:57.144,4.5,7,612000,6000,200,1000,58.2497,0.20196,0,False,0.322951,0,3.28498,not_open,探索性：未达到开窗剂量,
5,complete,probe/cycle_000005.csv,treatment/cycle_000005.csv,2026-07-12T17:27:57.684,2026-07-12T17:27:58.159,4.5,7,612000,6000,200,1000,56.548,2.15927,1,False,-0.135699,0,3.28498,not_open,探索性：未达到开窗剂量,
6,complete,probe/cycle_000006.csv,treatment/cycle_000006.csv,2026-07-12T17:27:58.699,2026-07-12T17:27:59.175,4.5,7,612000,6000,200,1000,58.5202,0.678152,0,False,0.993535,0,3.28498,not_open,探索性：未达到开窗剂量,
7,complete,probe/cycle_000007.csv,treatment/cycle_000007.csv,2026-07-12T17:27:59.715,2026-07-12T17:28:00.189,4.5,7,612000,6000,200,1000,58.2084,3.52468,1,False,0.474487,0,3.28498,not_open,探索性：未达到开窗剂量,
8,complete,probe/cycle_000008.csv,treatment/cycle_000008.csv,2026-07-12T17:28:00.728,2026-07-12T17:28:01.204,4.5,7,612000,6000,200,1000,58.7208,8.97066,3,True,0.13845,5.89454,9.17952,not_open,探索性：未达到开窗剂量,
9,complete,probe/cycle_000009.csv,treatment/cycle_000009.csv,2026-07-12T17:28:01.727,2026-07-12T17:28:02.202,4.5,7,612000,6000,200,1000,58.211,9.60814,3,True,-0.449483,7.14195,16.3215,not_open,探索性：未达到开窗剂量,
10,complete,probe/cycle_000010.csv,treatment/cycle_000010.csv,2026-07-12T17:28:02.805,2026-07-12T17:28:03.281,4.5,7,612000,6000,200,1000,58.3062,-1.45021,0,False,-0.399158,0,16.3215,not_open,探索性：未达到开窗剂量,
11,complete,probe/cycle_000011.csv,treatment/cycle_000011.csv,2026-07-12T17:28:03.822,2026-07-12T17:28:04.282,4.5,7,612000,6000,200,1000,58.0796,-1.86144,0,False,0.345644,0,16.3215,not_open,探索性：未达到开窗剂量,
12,complete,probe/cycle_000012.csv,treatment/cycle_000012.csv,2026-07-12T17:28:04.884,2026-07-12T17:28:05.342,4.5,7,612000,6000,200,1000,57.9839,5.16287,2,False,0.777382,0,16.3215,not_open,探索性：未达到开窗剂量,
13,complete,probe/cycle_000013.csv,treatment/cycle_000013.csv,2026-07-12T17:28:05.883,2026-07-12T17:28:06.358,4.5,7,612000,6000,200,1000,58.0666,1.82025,0,False,0.0841477,0,16.3215,not_open,探索性：未达到开窗剂量,
14,complete,probe/cycle_000014.csv,treatment/cycle_000014.csv,2026-07-12T17:28:06.897,2026-07-12T17:28:07.359,4.5,7,612000,6000,200,1000,58.6423,5.82815,2,False,-0.235868,0,16.3215,not_open,探索性：未达到开窗剂量,
15,complete,probe/cycle_000015.csv,treatment/cycle_000015.csv,2026-07-12T17:28:07.897,2026-07-12T17:28:08.358,4.5,7,612000,6000,200,1000,58.1043,1.78953,1,False,0.467111,0,16.3215,not_open,探索性：未达到开窗剂量,
16,complete,probe/cycle_000016.csv,treatment/cycle_000016.csv,2026-07-12T17:28:08.928,2026-07-12T17:28:09.386,4.5,7,612000,6000,200,1000,59.3845,-5.95245,0,False,0.277567,0,16.3215,not_open,探索性：未达到开窗剂量,
17,complete,probe/cycle_000017.csv,treatment/cycle_000017.csv,2026-07-12T17:28:09.924,2026-07-12T17:28:10.380,4.5,7,612000,6000,200,1000,58.108,-0.638416,0,False,-0.194286,0,16.3215,not_open,探索性：未达到开窗剂量,
18,complete,probe/cycle_000018.csv,treatment/cycle_000018.csv,2026-07-12T17:28:10.984,2026-07-12T17:28:11.444,4.5,7,612000,6000,200,1000,59.0627,2.70965,2,False,0.381149,0,16.3215,not_open,探索性：未达到开窗剂量,
19,complete,probe/cycle_000019.csv,treatment/cycle_000019.csv,2026-07-12T17:28:12.046,2026-07-12T17:28:12.506,4.5,7,612000,6000,200,1000,59.222,13.1137,3,True,0.397102,18.4864,34.8079,not_open,探索性：未达到开窗剂量,
20,complete,probe/cycle_000020.csv,treatment/cycle_000020.csv,2026-07-12T17:28:13.046,2026-07-12T17:28:13.520,4.5,7,612000,6000,200,1000,58.0329,-0.748455,0,False,0.367537,0,34.8079,not_open,探索性：未达到开窗剂量,
21,complete,probe/cycle_000021.csv,treatment/cycle_000021.csv,2026-07-12T17:28:14.060,2026-07-12T17:28:14.520,4.5,7,612000,6000,200,1000,57.2452,1.09404,0,False,0.162651,0,34.8079,not_open,探索性：未达到开窗剂量,
22,complete,probe/cycle_000022.csv,treatment/cycle_000022.csv,2026-07-12T17:28:15.119,2026-07-12T17:28:15.580,4.5,7,612000,6000,200,1000,58.5277,0.515933,0,False,0.214999,0,34.8079,not_open,探索性：未达到开窗剂量,
23,complete,probe/cycle_000023.csv,treatment/cycle_000023.csv,2026-07-12T17:28:16.181,2026-07-12T17:28:16.656,4.5,7,612000,6000,200,1000,58.0173,11.8281,3,True,0.357772,13.2386,48.0465,not_open,探索性：未达到开窗剂量,
24,complete,probe/cycle_000024.csv,treatment/cycle_000024.csv,2026-07-12T17:28:17.194,2026-07-12T17:28:17.658,4.5,7,612000,6000,200,1000,56.8006,7.52779,1,False,0.179902,0,48.0465,not_open,探索性：未达到开窗剂量,
25,complete,probe/cycle_000025.csv,treatment/cycle_000025.csv,2026-07-12T17:28:18.179,2026-07-12T17:28:18.636,4.5,7,612000,6000,200,1000,57.7117,-2.92003,0,False,0.837737,0,48.0465,not_open,探索性：未达到开窗剂量,
26,complete,probe/cycle_000026.csv,treatment/cycle_000026.csv,2026-07-12T17:28:19.237,2026-07-12T17:28:19.713,4.5,7,612000,6000,200,1000,57.0095,4.09994,2,False,-0.569497,0,48.0465,not_open,探索性：未达到开窗剂量,
27,complete,probe/cycle_000027.csv,treatment/cycle_000027.csv,2026-07-12T17:28:20.251,2026-07-12T17:28:20.726,4.5,7,612000,6000,200,1000,58.3736,2.06995,1,False,0.28518,0,48.0465,not_open,探索性：未达到开窗剂量,
28,complete,probe/cycle_000028.csv,treatment/cycle_000028.csv,2026-07-12T17:28:21.312,2026-07-12T17:28:21.817,4.5,7,612000,6000,200,1000,58.5402,-2.01314,0,False,0.385398,0,48.0465,not_open,探索性：未达到开窗剂量,
29,complete,probe/cycle_000029.csv,treatment/cycle_000029.csv,2026-07-12T17:28:22.357,2026-07-12T17:28:22.815,4.5,7,612000,6000,200,1000,58.1694,-2.85636,0,False,-0.12847,0,48.0465,not_open,探索性：未达到开窗剂量,
30,complete,probe/cycle_000030.csv,treatment/cycle_000030.csv,2026-07-12T17:28:23.358,2026-07-12T17:28:23.828,4.5,7,612000,6000,200,1000,58.5833,-2.31211,0,False,0.401649,0,48.0465,not_open,探索性：未达到开窗剂量,
31,complete,probe/cycle_000031.csv,treatment/cycle_000031.csv,2026-07-12T17:28:24.368,2026-07-12T17:28:24.828,4.5,7,612000,6000,200,1000,58.9181,1.13462,1,False,0.229922,0,48.0465,not_open,探索性：未达到开窗剂量,
32,complete,probe/cycle_000032.csv,treatment/cycle_000032.csv,2026-07-12T17:28:25.430,2026-07-12T17:28:25.891,4.5,7,612000,6000,200,1000,59.1907,2.20005,1,False,0.102691,0,48.0465,not_open,探索性：未达到开窗剂量,
33,complete,probe/cycle_000033.csv,treatment/cycle_000033.csv,2026-07-12T17:28:26.431,2026-07-12T17:28:26.906,4.5,7,612000,6000,200,1000,56.9599,6.93102,2,False,0.546217,0,48.0465,not_open,探索性：未达到开窗剂量,
34,complete,probe/cycle_000034.csv,treatment/cycle_000034.csv,2026-07-12T17:28:27.448,2026-07-12T17:28:27.908,4.5,7,612000,6000,200,1000,58.9193,13.6449,3,True,1.00108,21.1512,69.1977,not_open,探索性：未达到开窗剂量,
35,complete,probe/cycle_000035.csv,treatment/cycle_000035.csv,2026-07-12T17:28:28.445,2026-07-12T17:28:28.902,4.5,7,612000,6000,200,1000,58.4401,2.22537,1,False,0.863838,0,69.1977,not_open,探索性：未达到开窗剂量,
36,complete,probe/cycle_000036.csv,treatment/cycle_000036.csv,2026-07-12T17:28:29.503,2026-07-12T17:28:29.977,4.5,7,612000,6000,200,1000,57.6719,-0.194423,0,False,-0.746145,0,69.1977,not_open,探索性：未达到开窗剂量,
37,complete,probe/cycle_000037.csv,treatment/cycle_000037.csv,2026-07-12T17:28:30.515,2026-07-12T17:28:30.993,4.5,7,612000,6000,200,1000,59.3355,-0.909441,0,False,0.211757,0,69.1977,not_open,探索性：未达到开窗剂量,
