cycle_id,status,probe_file,treatment_file,probe_captured_at,treatment_captured_at,probe_vpp,treatment_vpp,frequency_hz,burst_cycles,inter_burst_delay_ms,cycle_period_ms,note
1,complete,probe/cycle_000001.csv,treatment/cycle_000001.csv,2026-07-10T17:45:22.985,2026-07-10T17:45:23.422,4.5,7,608000,6000,200,1000,
2,complete,probe/cycle_000002.csv,treatment/cycle_000002.csv,2026-07-10T17:45:24.038,2026-07-10T17:45:24.478,4.5,7,608000,6000,200,1000,
3,complete,probe/cycle_000003.csv,treatment/cycle_000003.csv,2026-07-10T17:45:25.106,2026-07-10T17:45:25.528,4.5,7,608000,6000,200,1000,
4,complete,probe/cycle_000004.csv,treatment/cycle_000004.csv,2026-07-10T17:45:26.140,2026-07-10T17:45:26.565,4.5,7,608000,6000,200,1000,
5,complete,probe/cycle_000005.csv,treatment/cycle_000005.csv,2026-07-10T17:45:27.191,2026-07-10T17:45:27.615,4.5,7,608000,6000,200,1000,
6,complete,probe/cycle_000006.csv,treatment/cycle_000006.csv,2026-07-10T17:45:28.241,2026-07-10T17:45:28.680,4.5,7,608000,6000,200,1000,
7,complete,probe/cycle_000007.csv,treatment/cycle_000007.csv,2026-07-10T17:45:29.234,2026-07-10T17:45:29.657,4.5,7,608000,6000,200,1000,
8,complete,probe/cycle_000008.csv,treatment/cycle_000008.csv,2026-07-10T17:45:30.272,2026-07-10T17:45:30.712,4.5,7,608000,6000,200,1000,
9,complete,probe/cycle_000009.csv,treatment/cycle_000009.csv,2026-07-10T17:45:31.324,2026-07-10T17:45:31.761,4.5,7,608000,6000,200,1000,
